text,category
Please tell me what this direct debit in my statement is,direct_debit_payment_not_recognised
What is the fee for a foreign currency exchange?,exchange_charge
I made a transfer and was charged an extra fee!,transfer_fee_charged
Help.  My card is broken.,card_not_working
Is there an alternative to a physical card?,getting_virtual_card
"I purchased something abroad, and the exchange rate that was applied was wrong.",card_payment_wrong_exchange_rate
What retailers accept my card?,card_acceptance
"Hello I made a bank account transfer from the UK. The transfer was a couple hours ago, nothing has shown up yet.  Can you check to see if everything okay. Please.",balance_not_updated_after_bank_transfer
What are the benefits of a disposable card?,get_disposable_virtual_card
"A 500 pound cash withdrawal was just made from my account, but I didn't make it. I am pretty sure my card has been compromised - can you help me?",cash_withdrawal_not_recognised
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,card_payment_fee_charged
I want a refund,request_refund
what is the exchange rate when i get cash,wrong_exchange_rate_for_cash_withdrawal
How do I deactivate my account?,terminate_account
Card activation is not working. What do i do?,activate_my_card
May I get an account for my daughter?,age_limit
Shouldn't my new card be here by now?,card_arrival
I need help fixing my contactless. It's not working anywhere I go today.,contactless_not_working
Why isn't my balance updating after depositing cheques and cash.,balance_not_updated_after_cheque_or_cash_deposit
Will the system automatically update once there is no more money left?,automatic_top_up
Do I get charged if I top up with my European bank card?,top_up_by_card_charge
Is there a reason my top-up has been cancelled?,top_up_reverted
Does it cost to top up my card?,top_up_by_card_charge
Are there specific ATM's that I can draw money from?,atm_support
Tell me how to verify a top up.,verify_top_up
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?,transfer_not_received_by_recipient
I answered so many questions about my identity. Why do you need this info?,why_verify_identity
Where is the cash I deposited?,balance_not_updated_after_cheque_or_cash_deposit
"I don't understand what a disposable virtual card is, can you help?",get_disposable_virtual_card
I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund.,card_payment_wrong_exchange_rate
How many times can I enter a wrong PIN before it is blocked?,pin_blocked
How do I top up by card?,topping_up_by_card
Why are you charging me fees for using my card?,card_payment_fee_charged
Is my account accessible even though my verification of my identity has not passed yet?,why_verify_identity
How do I exchange currencies with this,exchange_via_app
"Even though I added money ey to the card, I couldn't use it",pending_top_up
Can I receive payment in another currency?,receiving_money
I think the rate that was applied to my purchase using foreign currency is wrong. Help!,card_payment_wrong_exchange_rate
How to order my card?,order_physical_card
For topping-up is there a charge?,top_up_by_bank_transfer_charge
Is it possible to exchange currencies using the app?,exchange_via_app
I ordered my card and it isn't here yet. I need it ASAP. When can I expect to get it?,card_delivery_estimate
Am I able to get a refund for a purchase?,request_refund
I seem to be unable to make any transactions.,card_not_working
"Transfer unable to be completed, states 'declined'",declined_transfer
How can I get a Visa and Mastercard?,visa_or_mastercard
Tell me why I need top-up to be verified?,verify_top_up
How can I top up my account with a cheque?,top_up_by_cash_or_cheque
How long does it take to get money from Europe?,transfer_timing
Can I edit my details?,edit_personal_details
Am I able to top up with this cheque I received?,top_up_by_cash_or_cheque
Are there limits as to where my card will be accepted?,card_acceptance
I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended.,compromised_card
I tried to top up and suddenly my money disappeared,topping_up_by_card
Can I open up an account for my child?,age_limit
Why do you keep declining my payment?I tried several times already with this card and it is just not working.,declined_card_payment
I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly.,top_up_failed
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,transfer_not_received_by_recipient
Will you tell me how to exchange USD for GBP in the app?,exchange_via_app
Where is the transfer to my account?,balance_not_updated_after_bank_transfer
My card doesn't seem to work.,card_not_working
Will I see the transfer in my account within the week?,transfer_timing
I have a fee and I don't know why,card_payment_fee_charged
"The ATM will not let me get cash, WHY?",declined_cash_withdrawal
What should I expect to be charged on a SEPA transfer?,top_up_by_bank_transfer_charge
What are the requirements to open an account for a minor?,age_limit
I got less cash than what I specified at the ATM.,wrong_amount_of_cash_received
What is the cost of a transfer?,top_up_by_bank_transfer_charge
Can you tell me where my readily available cash has come from?,verify_source_of_funds
Why was I double charged?,transaction_charged_twice
What limits are the to top-ups?,top_up_limits
"How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.",transfer_not_received_by_recipient
what is the most money i can top up?,top_up_limits
What is the time for a transfer?,transfer_not_received_by_recipient
Am I getting charged for making a payment?,card_payment_fee_charged
How much longer do I have to wait until my transaction is complete? I transferred money to another country many hours ago and the transaction is still pending.,pending_transfer
What is the most I can top-up?,top_up_limits
Can I get a disposable card?  How many can I have?  How often can I use them?,disposable_card_limits
I need info on activating my card?,activate_my_card
I'm still waiting for my new card.,card_arrival
Where can I change my PIN?,change_pin
When can I expect my card? I live in the US.,card_delivery_estimate
how do i avoid charges in the future,card_payment_fee_charged
What are disposable virtual cards?,get_disposable_virtual_card
My transfer to my account is missing.,balance_not_updated_after_bank_transfer
I do not understand what this particular direct debit is ?,direct_debit_payment_not_recognised
My top up is still pending,pending_top_up
Will I be able to top up by cheque?,top_up_by_cash_or_cheque
top up cancellation,top_up_reverted
Not sure what my password is.,passcode_forgotten
Are there any top-up limits?,top_up_limits
My card couldn't pay in a shop.,declined_card_payment
What do I need to do to transfer money with my credit card?,topping_up_by_card
I topped up and now my money is not there anymore! What happened to it?,top_up_reverted
How do I order a replacement for stolen card?,compromised_card
How do I verify my identity online,verify_my_identity
I have heard about these disposable virtual cards but don't understand how they work.,get_disposable_virtual_card
How do I see my card in the app?,card_linking
"My transfer failed, why?",failed_transfer
are there any country restrictions?,country_support
How long does it take to verify a cash withdraw?,pending_cash_withdrawal
Can it specifically be delivered on a certain date?,card_delivery_estimate
Please tell me what the exchange fee is.,exchange_charge
Can I use my account although my identity verification has yet to pass?,why_verify_identity
What does it mean to have a pending cash withdrawal?,pending_cash_withdrawal
"What are my options for topping up, automatic and/or manual?",automatic_top_up
Is there a fee for topping off a US card?,top_up_by_card_charge
I would like to know where the funds are at.,verify_source_of_funds
What should I do if I want to get another card for someone in my family?,getting_spare_card
Why was a payment cancelled on my account?,reverted_card_payment?
I forgot what my pin number is and now am blocked can you help me get in?,pin_blocked
The ATM won't give me my card back. I need it back now!,card_swallowed
What needs to be done to activate and use a card?,activate_my_card
Why didn't this transfer work?,failed_transfer
How do I change my card PIN?,change_pin
How are exchange rates calculated at this bank?,exchange_rate
Where is the option to top up with a cheque?,top_up_by_cash_or_cheque
"lost card found, want to put it back in app",card_linking
Is there a certain age I need to be?,age_limit
Where can the pin be located?,get_physical_card
"My new card has arrived, what's the activation procedure?",activate_my_card
Why was I unable to complete my transfer?,failed_transfer
What is the exchange rate for EUR?,exchange_rate
I withdrew cash abroad and the exchange rate applied is wrong.,wrong_exchange_rate_for_cash_withdrawal
"Hi, I'm trying to transfer money from one country to another, but it's taking a long time! All the account information is right, so why is it taking so long?",pending_transfer
"I was just shopping and my payment was declined in a store!  It was very embarrassing, what is going on and when will it be fixed?",declined_card_payment
Will you assess me more fees if I top up with an international card?,top_up_by_card_charge
How many currencies can I have money in in my account?,fiat_currency_support
Can I get my card fast tracked?,card_delivery_estimate
from where are coming your exchange rates?,exchange_rate
how long does delivery take?,card_delivery_estimate
My salary is in GBP. Do I need to configure this somewhere?,receiving_money
I cant find my card.,lost_or_stolen_card
Which ATMs am I allowed to get money from?,atm_support
"Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me!",reverted_card_payment?
My card payment failed.,declined_card_payment
Why are my transfers not going through.  I have tried over 4 times to get it to work.  This is just a simple transfer.  Is something else causing this in the system?  Is it broken?,failed_transfer
Please help.  The card won't work.,card_not_working
Do you know which businesses will accept my card?,card_acceptance
What is the process for activating a new card.,activate_my_card
I'm looking to get an additional card.,getting_spare_card
"You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there.",activate_my_card
Can you please tell me why my cash withdrawal is still pending?,pending_cash_withdrawal
Why is my card payment still pending?,pending_card_payment
Is it possible to get a real card?,order_physical_card
This card is accepted by what businesses?,card_acceptance
Someone besides me might be using my card.,compromised_card
Why isn't the recipient seeing the transaction? I just sent the money.,transfer_not_received_by_recipient
"If my account is low in funds, can I set an auto top-up?",automatic_top_up
Can you tell me how transferring money into my account works?,transfer_into_account
How much does top up fees cost?,top_up_by_card_charge
I didn't get my card back from the ATM.,card_swallowed
I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one?,get_disposable_virtual_card
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative,top_up_failed
Where are you getting your exchange rates from?,exchange_rate
My card payment was cancelled it seems.,reverted_card_payment?
Why can't I top up by cheque?,top_up_by_cash_or_cheque
My phone is missing.,lost_or_stolen_phone
I'd like to open an account for my kids can I do that?,age_limit
"my card details could be stolen, as i didnt make these transactions",compromised_card
What caused my cash withdrawal to be declined?,declined_cash_withdrawal
Is there a reason why my virtual card won't work?,virtual_card_not_working
When will the money from a transfer be made available on my account?,transfer_timing
where has my transferred money gone?,transfer_not_received_by_recipient
Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending?,pending_top_up
I have a transaction that shows multiple times.,transaction_charged_twice
I think that the card is stolen.  What are my next steps?,lost_or_stolen_card
How many years old do I have to be?,age_limit
What is the auto top-up limit?,automatic_top_up
Why wouldn't my contactless work for the metro?,contactless_not_working
I want to apply for a Visa card.,visa_or_mastercard
Is there a way I can get my card expedited?,card_arrival
Top up not available in my wallet.,topping_up_by_card
There has a recent suspicious withdrawal on my bank account. Is it possible to freeze my card?,cash_withdrawal_not_recognised
I need to cancel a transaction immediately.,cancel_transfer
How many different cards can I have for my account?,getting_spare_card
How long is the transfer?,transfer_timing
What is the process for unlocking the pin?,pin_blocked
Can I use my account before the identity verification is complete?,why_verify_identity
Are there businesses that don't accept this card?,card_acceptance
How do I get another card,getting_spare_card
What do I do if my smart phone was stolen?,lost_or_stolen_phone
I want to delete my account. How do I do this?,terminate_account
Why wasn't my payment accepted by the app,reverted_card_payment?
What currencies are approved to add money?,supported_cards_and_currencies
Can you tell me why my pop-up is still pending?,pending_top_up
My last name has changed and I need to update my account details.,edit_personal_details
lost my card in atm,card_swallowed
I couldn't make a transfer because it was declined,declined_transfer
How do I transfer funds if I am paid in GBP?,receiving_money
How do I top up on my card?,topping_up_by_card
My cash withdrawal was short.,wrong_amount_of_cash_received
"your company is awful, i would like to delete my account please",terminate_account
"I made a big purchase that I regretted and cancelled, the merchant said that my refund was submitted. Can you confirm to me that all of my money was truly returned to me?",Refund_not_showing_up
Can I make a contactless payments?,contactless_not_working
My virtual card is just not going through.,virtual_card_not_working
I do not see the card PIN anywhere?,get_physical_card
My refund is not showing.,Refund_not_showing_up
I'd like to get another card,getting_spare_card
Why have I been charged more than once for the same transaction?,transaction_charged_twice
I tried activating my card and it didn't work,activate_my_card
How long will it take to transfer something from China?,transfer_timing
Can I use cash to top up,top_up_by_cash_or_cheque
Can i add a new currency to my account?,exchange_via_app
I paid with my card so so why was I charged a transaction fee?,card_payment_fee_charged
please delete account,terminate_account
"who do I talk to, to cancel a transfer?",cancel_transfer
May I change my PIN?,change_pin
I can't enter my passcode.,passcode_forgotten
I am still waiting for a transfer to show,pending_transfer
Why has another fee been placed on my statement?,extra_charge_on_statement
I need help- I got mugged yesterday and they took everything so I can't use the app.,lost_or_stolen_phone
Can I receive my card anywhere?,order_physical_card
Please help me.  My disposable virtual card won't work right.,virtual_card_not_working
Do I need my phone to use the app?,lost_or_stolen_phone
I did a transfer and was charged a fee that I shouldn't have been!,transfer_fee_charged
How come I did not get a virtual card yet?,getting_virtual_card
Is ordering a new card from China available?,card_about_to_expire
My card was stolen,lost_or_stolen_card
Can you give me the restrictions of the disposable cards?,disposable_card_limits
Why and I being charged this fee?,card_payment_fee_charged
What about my children?,age_limit
Is my card valid everywhere?,card_acceptance
Help me to set up contactless payments.,contactless_not_working
I punched in the wrong pin too many times and I'm locked out.,pin_blocked
I haven't been sent my new pin!,get_physical_card
How can I exchange AUD for GBP?,exchange_via_app
Why was the wrong rate applied when I bought something in a different currency?,card_payment_wrong_exchange_rate
How many active cards can I have?,getting_spare_card
Please tell me how to edit my personal details.,edit_personal_details
I think I lost my phone.  Is there a way to prevent anyone from getting into my account on it?,lost_or_stolen_phone
My Virtual card was rejected for a car rental. Why?,virtual_card_not_working
Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me.,transaction_charged_twice
I can't get a contactless payment to work.,contactless_not_working
Can you tell me how to tell where my funds come from?,verify_source_of_funds
Do you only use Visa or do you have Mastercard too?,visa_or_mastercard
I can't remember my passcode.,passcode_forgotten
How limited is a virtual card?,disposable_card_limits
Help! I think someone has made a cash withdrawal with my card!,cash_withdrawal_not_recognised
Seems like my top-up has been cancelled,top_up_reverted
why does my statement contain an extra fee?,extra_charge_on_statement
Do all ATMs accept this card?,atm_support
"I logged in wrong and am blocked, how do I log in?",pin_blocked
Is my country's currency supported by your system?,fiat_currency_support
"Can I get a physical card for free, or is there a charge?",order_physical_card
how can the money machine keep my card what do i need to do?,card_swallowed
can my husband open an account and transfer money,receiving_money
What areas are cards delivered to?,order_physical_card
As my kids get older are they able to get set up with their own accounts?,age_limit
My contactless is non-functional.,contactless_not_working
I tried to transfer but it was declined,declined_transfer
Are there any limits to were my card is accepted?,card_acceptance
Where can i top my card for free?,top_up_by_card_charge
I need to order a new card.,order_physical_card
Why did the ATM swallow my card?,card_swallowed
Are there steps I need to take before my card expires?,card_about_to_expire
"I have a cash withdrawal that says it's pending, why?",pending_cash_withdrawal
I need to figure out who has access to my card there are some payments I didn't make that are showing on the app.  Could you please help?,card_payment_not_recognised
I lost my phone. What do I need to do?,lost_or_stolen_phone
How can I deposit money to my account?,transfer_into_account
What cards do you offer?,visa_or_mastercard
My throwaway virtual card won't work,virtual_card_not_working
Is American Express supported for adding funds?,supported_cards_and_currencies
Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me?,transfer_not_received_by_recipient
I just saw a fee on my account. When do these get charged?,card_payment_fee_charged
"Hello, I tried to top up with my card, but it didn't work. I just got it a couple days before and it works fine. What's the deal? Can you check into this?",top_up_failed
How much does a transfer cost?,top_up_by_bank_transfer_charge
I keep getting an error message when I'm trying to transfer funds! Why aren't you accepting that?,beneficiary_not_allowed
Tell me why my balance did not change when I tranferred cash.,balance_not_updated_after_bank_transfer
I want to stop my account,terminate_account
Can I choose between Visa or MasterCard?,visa_or_mastercard
My card information seems to have been stolen! I don't know where these transactions came from and I've never even been to the city where they were made. I need my card blocked ASAP so this person can't keep using my card.,compromised_card
Where do I pay with my card?,card_acceptance
What should I do if I see an unauthorized withdrawal on my statement?,cash_withdrawal_not_recognised
"How long do EU transfers take? I bought something online a couple of days ago , sent the money immediately online but the seller says it is still not there yet.",pending_transfer
Why do you need to verify my identity?,why_verify_identity
Can I use my account before my Identity verification has passed?,why_verify_identity
Will I be charged a fee to top up using a debit or credit card?,top_up_by_card_charge
I would like to cancel my previous transaction,cancel_transfer
For what reason is my transfer still pending now?,pending_transfer
Can you tell me where to go to get a disposable virtual card?,get_disposable_virtual_card
How do I get money from friends?,receiving_money
"I have lost my phone, what steps can I take to prevent someone using my account?",lost_or_stolen_phone
"I have made 5 attempts to make a very standard survey, yet I can't get it to work. What is the problem? Is there an issue related to your system?",failed_transfer
I don't understand why I was charged an additional fee for this service. Can you clarify?,card_payment_fee_charged
How can I top up with Apple Pay?,apple_pay_or_google_pay
In what way can I use the disposable cards?,get_disposable_virtual_card
I was expecting my new card by now.,card_arrival
How do i set up auto top-up?,automatic_top_up
I've made more than one attempt to make a purchase and the card keeps getting declined. Why do you keep denying my transfers?,declined_transfer
When will my top-up happen?,pending_top_up
How long does it take for a top up to go through,pending_top_up
What is needed for identity verification?,verify_my_identity
How do I edit my details?,edit_personal_details
Are there topping up fees if I have to transfer?,top_up_by_bank_transfer_charge
I want to choose a new PIN.,change_pin
"Hi, can you tell me why my transfer keeps being rejected? I've been trying to send money to my friends this morning but failed every time and I have no idea why?",failed_transfer
When will I receive a transfer from europe?,transfer_timing
How long to UK transfers usually take? I made a transfer but it didn't pop up in my history yet. I just want to make sure it went through.,balance_not_updated_after_bank_transfer
"I was suppose to be getting a refund for something I purchased a while ago, but It still hasnt been applied to my account. When will I get my money back?",Refund_not_showing_up
I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately?,cancel_transfer
where are the transfers originating,verify_source_of_funds
Please tell me if I'm going to be charged for sending out more cards?,getting_spare_card
The app is having trouble verifying my identity.,unable_to_verify_identity
My card must have used my card as there are some transactions that I haven't done myself..,compromised_card
How can receive a physical card,order_physical_card
Are there any fiat currencies that you will not work with?,fiat_currency_support
Why hasn't my card arrived yet?,card_arrival
This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,card_payment_wrong_exchange_rate
How long does a transfer transaction take?,transfer_timing
How long is the delivery to the US?,card_delivery_estimate
Can I use my apple watch to top up?,apple_pay_or_google_pay
What is the reason my cash withdrawal is still pending?,pending_cash_withdrawal
i cannot get virtual card to work,virtual_card_not_working
"There are multiple instances where you added a fee to the payment, as well as some where you didn't. Do you have an outline of when a fee will be added?",card_payment_fee_charged
How can I get a refund for a purchase?,request_refund
I tried transferring to an account but it won't let me.,beneficiary_not_allowed
I think that somebody is utilizing my card without my authorization!,compromised_card
What currencies do you accept for adding money?,supported_cards_and_currencies
"I'm not sure what to do about the PIN, because I don't have one yet.",get_physical_card
"I need to get a card, how do I do that?",order_physical_card
Why i'm I being charged an extra pound,extra_charge_on_statement
How can I top up my account and which currency can I use?,supported_cards_and_currencies
How do I get my money back for a duplicated charge?,transaction_charged_twice
Do I need to pay more for exchanging currencies?,exchange_charge
How can I use my credit card to transfer money?,topping_up_by_card
let me know how many disposable cards I can have?,disposable_card_limits
I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,pending_cash_withdrawal
I don't remember my password,passcode_forgotten
"I deposited cash into my account, why do I not see it?",balance_not_updated_after_cheque_or_cash_deposit
Are there any express fees if i want my new card faster?,card_about_to_expire
When I made a cash transfer abroad the wrong exchange rate was applied,wrong_exchange_rate_for_cash_withdrawal
Please check and let me know why my transfers are getting declined.,declined_transfer
The amount of exchange was not correct for the item i bought.,card_payment_wrong_exchange_rate
Why can't I make multiple payments with my virtual card?,virtual_card_not_working
I am interested in changing my personal details.,edit_personal_details
I am trying to complete a transfer but I keep getting an error message.,beneficiary_not_allowed
Your service is bad.  Close my account.,terminate_account
I was not given the amount of cash I withdrew,wrong_amount_of_cash_received
I want to have an item refunded can I do that?,request_refund
My card is lost!  Please help me!,lost_or_stolen_card
"I recently reported my card as missing/lost, and I just found it. Can I still use it?",card_linking
I'm confused ass to why my contactless is not working.,contactless_not_working
I want to revert a transaction I did this morning,cancel_transfer
"My phone was stolen, what should I do first?",lost_or_stolen_phone
When are you going to activate my card?,activate_my_card
There was an unexpected fee for my cash withdrawal!,cash_withdrawal_charge
I need to terminate my account.,terminate_account
"My card has been pending for a while, what should I do?",pending_card_payment
Where do I pay with my debit or credit card?,card_acceptance
Why is the cash not showing in my account for the check I deposited?,balance_not_updated_after_cheque_or_cash_deposit
Can I add money to my account with cash?,top_up_by_cash_or_cheque
When can I use money sent to my account?,transfer_timing
Purchases I did not make are appearing in my bank statement?,direct_debit_payment_not_recognised
Why would my transfer be declined?,declined_transfer
How can I receive my salary in another currency?,receiving_money
I seem to of forgotten my passcode.,passcode_forgotten
Can I use a disposable virtual card for any purchase?,get_disposable_virtual_card
Money that I have transferred hasn't arrived yet,balance_not_updated_after_bank_transfer
Is it possible to order a virtual card?,getting_virtual_card
virtual card won't work for me,virtual_card_not_working
Why was my atm withdrawl declined,declined_cash_withdrawal
Can I use my social security card as a form of identity?,verify_my_identity
There are a couple of payments with my card shown in the app that I really didn't make myself. What's going on with this?,card_payment_not_recognised
What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good.,balance_not_updated_after_bank_transfer
What are the currencies and cards that are supported with my account?,supported_cards_and_currencies
There has been a red flag on my top up.,top_up_failed
"If I am not in the country and I need to change my PIN, how can this be done?",change_pin
What ATMs can I use my card at?,atm_support
Why am I being charged a fee on a card payment?,card_payment_fee_charged
How do I know which countries you provide service in?,country_support
Why isn't my money from a check deposit showing?,balance_not_updated_after_cheque_or_cash_deposit
What do I use to verify my identity?,verify_my_identity
Someone took my card without permission,lost_or_stolen_card
How do I top-up my card with a cheque?,top_up_by_cash_or_cheque
What is the first step I need to make for being able to access my account?,why_verify_identity
I made a transaction at an atm and was charged extra for it.,cash_withdrawal_charge
What's going on? I was just recently charged for an ATM withdrawal. I've never seen this charge before and before it's always been free.,cash_withdrawal_charge
"What do I do with my ""decline"" message on a transfer?",declined_transfer
I am on vacation in Spain and need to change my pin.,change_pin
When I topped up the app has seemed to reverted it.,top_up_reverted
Is there anyway to bypass identity verification?,why_verify_identity
What do I have to do to get the contactless to work?,contactless_not_working
Can I set it up to add money every few days automatically while I am traveling?,automatic_top_up
Is there a top-up fee if you add money in USD?,top_up_by_card_charge
I am not recognized by the app.,unable_to_verify_identity
I bought an item at the wrong exchange rate.,card_payment_wrong_exchange_rate
I want to terminate my account,terminate_account
It won't let me prove my identity.,unable_to_verify_identity
I will not be able to verify my identity.,unable_to_verify_identity
I made a payment but it was returned.,reverted_card_payment?
How long does it take to make an urgent transfer from China?,transfer_timing
"I got a message saying I made a withdrawal from the bank machine, but I did not.",cash_withdrawal_not_recognised
"After I got my cash, I found out my exchange rate was wrong.",wrong_exchange_rate_for_cash_withdrawal
I would like to get a Visa card,visa_or_mastercard
"I want to top up my account by a bank transfer, but will I be charged?",top_up_by_bank_transfer_charge
Do you charge extra for topping up with a debit or credit card?,top_up_by_card_charge
How do I find the code needed in order to verify my top-up card?,verify_top_up
where do i go to transfer money from one account to this one,transfer_into_account
Can I have a duplicate second card?,getting_spare_card
"My card got trapped inside an ATM, what should I do?",card_swallowed
Where can I deposit cash to top up?,top_up_by_cash_or_cheque
My card isn't working at all. What happened?,card_not_working
where to i get my funds from?,verify_source_of_funds
What fee will be charged for exchanges?,exchange_charge
Why did my money disappear when I topped up??,top_up_reverted
Do I have to pay for a second card?,getting_spare_card
I think I have an extra transfer charge.,transfer_fee_charged
My payment has been returned.,reverted_card_payment?
I need to verify my funds.,verify_source_of_funds
I need a Visa card,visa_or_mastercard
Is my account able to be topped up by my friends?,topping_up_by_card
Is there an exchange rate?,exchange_rate
Why isn't the transferred money there?,balance_not_updated_after_bank_transfer
I bought something and now I want a refund.,request_refund
I haven't received the PIN yet.,get_physical_card
Which flat currencies are supported for holding and exchange?,fiat_currency_support
How is my card payment still pending?,pending_card_payment
"I put some money in my account the other day and it's not gone in yet, can you help with this?",balance_not_updated_after_cheque_or_cash_deposit
I want a refund on the things i bought,request_refund
I should not have been charged a fee for cash withdrawal.,cash_withdrawal_charge
Can I use a check to top up?,top_up_by_cash_or_cheque
Can I get a Visa or Mastercard?,visa_or_mastercard
Do I have to verify the top-up?,verify_top_up
"I need to order a new card, can you please direct me to the virtual cards?",getting_virtual_card
I would like to have assistance with activating my card.,activate_my_card
My source of funds need verification.,verify_source_of_funds
"It seems you keep declining my transfers. Before, it's always worked very well.Just now when I tried to buy something the card was declined. I tried more than once and it was the same thing each time.",declined_transfer
"It looks like someone besides me ordered something with my card, what should I do?",compromised_card
Why is my cash deposit not in my account?,balance_not_updated_after_cheque_or_cash_deposit
i dont recognize a charge on my card,card_payment_not_recognised
"When I tried to transfer funds to my friend today I was unable to do so, why?",failed_transfer
Can I top up my card with other cards?,supported_cards_and_currencies
What exchange rates do you use?,exchange_rate
"The transfer keeps failing - I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, I have no idea why",failed_transfer
Do you provide currency exchange to Euros?,fiat_currency_support
I think someone has hacked my card!,compromised_card
I requested a refund but can't see it.,Refund_not_showing_up
My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,card_arrival
I couldn't transfer to an account.,beneficiary_not_allowed
"I was blocked by using the wrong pin too many times, can you help me?",pin_blocked
"My phone was stolen, help!",lost_or_stolen_phone
What ATMs can I use this card?,atm_support
"Hi, I have an apple watch. How do I use it to top up my card?",apple_pay_or_google_pay
Asked for $100 but only got $20. Why would this happen?,wrong_amount_of_cash_received
Can I change my PIN on holiday?,change_pin
Why would you cancel my transfer?,declined_transfer
I can't find how to top up my account with a check.  Where is that?,top_up_by_cash_or_cheque
How do I get this damn virtual card to work?,virtual_card_not_working
"I keep checking to see if I've received a refund that I requested from a seller, but I'm not seeing the refund. I need you to help me get the refund.",Refund_not_showing_up
I have tried sending a standard transfer five times and it hasn't gone through. What is the problem?,failed_transfer
I want to transfer money. How do I do that for my account?,transfer_into_account
Please tell me why the same transaction is showing up on my account more than once.,transaction_charged_twice
My money I added isn't on my card.,top_up_failed
How can I solve my issue with holding multiple currencies?,fiat_currency_support
I have foreign currency i would like to change how much will it cost me?,exchange_charge
I need my card frozen cause it was used without my consent to take money out. It was in an odd place.,cash_withdrawal_not_recognised
"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",lost_or_stolen_card
When is a payment I made with my card going to clear>,pending_card_payment
It declined my transfer.,declined_transfer
Do you know how I can verify that I did a top-up to my card?,verify_top_up
"Hi, Yesterdays i was unable to do online shopping as it was getting declined. Today I am facing the same issue. Please help me in this respect.",declined_transfer
"To deliver to the US, how long will it take?",card_delivery_estimate
"When I withdrew my money, why was there an extra charge?",cash_withdrawal_charge
There are charges on my card that I haven't purchased.,compromised_card
What currencies does google pay top up accept?,apple_pay_or_google_pay
Can you tell me why my card keeps getting declined every time I try to use it?,declined_card_payment
I have a payment I didnt make on my account,card_payment_not_recognised
Last week I put a cash deposit into my account and it is still isn't there.,balance_not_updated_after_cheque_or_cash_deposit
I have to make more then a few disposable cards per day.,disposable_card_limits
How is the current exchange rate?,exchange_rate
"I would like to top up via credit card, which credit cards do you support?",supported_cards_and_currencies
I have been trying unsuccessfully to top-up my card.  Is the system down or not working properly?,top_up_failed
I am not recognizing a debit payment from my account.,direct_debit_payment_not_recognised
My card has been lost! help!,lost_or_stolen_card
How do I find the top-up verification code?,verify_top_up
Just today there was a purchase on my card that wasn't done by me. Can this be reversed and my card be frozen? I can't have this continue!,card_payment_not_recognised
Verifying the top-up seems like a hassle.,verify_top_up
I think my card payment was reverted,reverted_card_payment?
What steps do I need to do to delete my account?,terminate_account
What is the age limit?,age_limit
How do I use disposable cards?,get_disposable_virtual_card
how do i cancel my account,terminate_account
"ATMs, which ones will accept this card?",atm_support
How do I find out where my funds came from?,verify_source_of_funds
I am trying  to  transfer and  it has been  stopped why is  that,beneficiary_not_allowed
Money is not in recipients account.,transfer_not_received_by_recipient
"So much time has gone by, the pending status shouldn't still be there shouldn't it?",pending_cash_withdrawal
My credit card was declined for top-up. Can you see if there is enough funds in my account?,top_up_failed
I need to top up using a cheque,top_up_by_cash_or_cheque
I can use this card at which ATMs?,atm_support
"Help, I need to top up my account. Where do I send a check?",top_up_by_cash_or_cheque
I did not charge my account for that transaction.  That's an error.,card_payment_not_recognised
can you top up your account automatically,automatic_top_up
Can I use this app for any currency?,supported_cards_and_currencies
"My card's expiring a month from now, should I place an order for the new card?",card_about_to_expire
I require verification for my source of funds.,verify_source_of_funds
I had to pay a pound more than I anticipated!,extra_charge_on_statement
